Time  Up  Ip  Btor  Ur  Up  Ip  Btor  Ur
0  0,0210  -0,5638  -0,2682  -6,0000  0,0420  -0,5951  -0,2980  -8,0000
52,19  0,9240  14,6264  12,3372  801,0000  0,0630  2,1611  12,2776  275,0000
52,224  0,6930  14,6264  12,3372  797,0000  0,0210  2,1611  12,2478  275,0000
52,258  0,5670  14,5638  12,3074  794,0000  0,0000  2,1611  12,2180  275,0000
52,292  0,8610  14,5325  12,2776  790,0000  -0,0210  2,1298  12,2180  275,0000
52,326  0,7140  14,4698  12,2478  788,0000  -0,0210  2,1298  12,1882  274,0000
52,36  0,5250  14,4698  12,2180  785,0000  -0,0210  2,1298  12,1584  273,0000
52,394  0,7350  14,3759  12,2180  783,0000  0,0000  2,1611  12,1286  273,0000
52,428  0,6510  14,4072  12,1882  781,0000  -0,0210  2,1298  12,0988  272,0000
52,462  0,6300  14,3759  12,1584  777,0000  0,0000  2,1611  12,0988  272,0000
52,496  0,5250  14,3446  12,1286  776,0000  0,0000  2,1924  12,0392  272,0000
52,53  0,5670  14,3132  12,1286  773,0000  -0,0210  2,1298  12,0094  272,0000
52,564  0,5670  14,2819  12,0988  772,0000  0,0000  2,1924  12,0094  271,0000
52,598  0,5880  14,2819  12,0690  769,0000  0,0420  2,1924  11,9796  270,0000
52,632  0,5670  14,1880  12,0392  767,0000  0,0210  2,1924  11,9498  270,0000
52,666  0,6720  14,1253  12,0392  765,0000  0,0000  2,1924  11,9200  269,0000
52,7  0,6720  14,0940  11,9796  764,0000  0,0000  2,1924  11,9498  269,0000
52,734  0,8820  14,0940  11,9498  762,0000  0,0000  2,1924  11,8902  269,0000
52,768  0,8190  14,0314  11,9200  760,0000  0,0000  2,1924  11,8902  269,0000
52,802  0,8190  14,0000  11,9200  759,0000  0,0210  2,2237  11,8604  268,0000
52,836  0,6510  13,9687  11,8902  756,0000  0,0210  2,2237  11,8306  267,0000
52,87  1,0290  13,9374  11,8604  755,0000  0,0210  2,1924  11,8306  267,0000
52,904  0,6090  13,9374  11,8306  752,0000  0,0210  2,2237  11,7710  266,0000
52,938  0,5460  13,9374  11,8008  749,0000  -0,0210  2,1611  11,7710  265,0000
52,972  0,5880  13,8434  11,7710  748,0000  0,0210  2,1924  11,7412  265,0000
53,006  0,7770  13,8121  11,7710  747,0000  0,0210  2,2237  11,7114  265,0000
53,04  0,6510  13,8121  11,7412  746,0000  0,0000  2,2237  11,7114  264,0000
53,074  0,7770  13,7182  11,7412  744,0000  0,0000  2,1924  11,6518  263,0000
53,108  0,6720  13,6868  11,6816  742,0000  -0,0210  2,1611  11,6518  263,0000
53,142  0,5250  13,7182  11,6816  739,0000  0,0000  2,2237  11,6220  263,0000
53,176  0,6300  13,6555  11,6518  737,0000  -0,0210  2,1924  11,5922  262,0000
53,21  0,5460  13,6242  11,6518  734,0000  -0,0210  2,1298  11,5624  261,0000
53,244  0,5880  13,5929  11,6220  732,0000  0,0000  2,2550  11,5624  260,0000
53,278  0,6300  13,5616  11,5624  728,0000  0,0210  2,2237  11,5326  261,0000
53,312  0,5250  13,5302  11,5326  726,0000  0,0210  2,2237  11,5028  259,0000
53,346  0,5460  13,4989  11,5326  723,0000  0,0000  2,2237  11,4730  259,0000
53,38  0,4830  13,4676  11,5028  721,0000  -0,0210  2,1924  11,4730  259,0000
53,414  0,3990  13,4676  11,4730  721,0000  0,0000  2,2550  11,4134  259,0000
53,448  0,5880  13,4363  11,4730  717,0000  0,0210  2,2550  11,4134  259,0000
53,482  0,4620  13,4050  11,4432  714,0000  0,0000  2,2550  11,3836  258,0000
53,516  0,6300  13,3423  11,4134  714,0000  0,0000  2,2237  11,3836  258,0000
53,55  0,5880  13,3423  11,3836  711,0000  -0,0210  2,1924  11,3538  256,0000
53,584  0,4620  13,3110  11,3836  710,0000  -0,0210  2,1924  11,3240  255,0000
53,618  0,4830  13,2797  11,3538  707,0000  -0,0420  2,1924  11,2942  255,0000
53,652  0,3780  13,2797  11,3240  705,0000  -0,0210  2,1924  11,2942  255,0000
53,686  0,4410  13,2170  11,2942  703,0000  0,0000  2,2550  11,2346  254,0000
53,72  0,5250  13,2170  11,2644  701,0000  -0,0210  2,1611  11,2346  253,0000
53,754  0,5880  13,1857  11,2644  699,0000  -0,0420  2,2237  11,2048  252,0000
53,788  0,5250  13,1544  11,2346  697,0000  -0,0420  2,1924  11,1750  253,0000
53,822  0,4620  13,0918  11,2048  695,0000  0,0210  2,2550  11,1452  251,0000
53,856  0,4830  13,0918  11,2048  694,0000  0,0000  2,2550  11,1154  250,0000
53,89  0,5880  13,0604  11,1750  692,0000  -0,0420  2,2237  11,1154  250,0000
53,924  0,7350  13,0291  11,1452  689,0000  -0,0210  2,2237  11,0856  250,0000
53,958  0,6510  12,9665  11,1452  687,0000  -0,0210  2,2237  11,0558  249,0000
53,992  0,5670  12,9978  11,1154  685,0000  0,0000  2,2864  11,0558  248,0000
54,026  0,4830  12,9665  11,0856  683,0000  0,0000  2,2864  11,0260  248,0000
54,06  0,5880  12,9665  11,0558  680,0000  0,0000  2,2550  10,9664  247,0000
54,094  0,5460  12,9352  11,0558  678,0000  0,0000  2,2864  10,9664  246,0000
54,128  0,6090  12,9352  11,0260  675,0000  0,0000  2,2864  10,9664  245,0000
54,162  0,5670  12,8725  10,9962  672,0000  0,0210  2,2864  10,9366  245,0000
54,196  0,6720  12,8099  10,9962  669,0000  0,0420  2,2550  10,8770  245,0000
54,23  0,5040  12,8099  10,9664  667,0000  -0,0210  2,2550  10,8770  244,0000
54,264  0,3990  12,7786  10,9366  665,0000  -0,0630  2,2550  10,8472  242,0000
54,298  0,5040  12,7786  10,8770  663,0000  -0,0210  2,2550  10,8174  243,0000
54,332  0,4410  12,7472  10,8770  661,0000  0,0210  2,3177  10,8174  241,0000
54,366  0,4830  12,7159  10,8770  659,0000  -0,0210  2,2864  10,7876  241,0000
54,4  0,4830  12,7159  10,8472  656,0000  0,0000  2,3177  10,7578  239,0000
54,434  0,5040  12,6846  10,8174  653,0000  -0,0630  2,2550  10,7578  239,0000
54,468  0,4830  12,6220  10,7876  651,0000  -0,0210  2,2864  10,7280  239,0000
54,502  0,4620  12,6220  10,7578  650,0000  -0,0210  2,2550  10,6684  237,0000
54,536  0,5040  12,6220  10,7280  647,0000  -0,0210  2,2864  10,6684  237,0000
54,57  0,4620  12,5906  10,7280  644,0000  -0,0210  2,2864  10,6684  236,0000
54,604  0,5040  12,5906  10,6982  642,0000  0,0000  2,3177  10,6088  236,0000
54,638  0,5040  12,5593  10,6684  639,0000  0,0420  2,3490  10,6088  235,0000
54,672  0,5250  12,5280  10,6386  637,0000  -0,0210  2,2864  10,5790  234,0000
54,706  0,5040  12,4967  10,6386  636,0000  -0,0210  2,2864  10,5492  234,0000
54,74  0,5880  12,4967  10,6088  633,0000  -0,0210  2,2864  10,5194  233,0000
54,774  0,6510  12,4967  10,5790  631,0000  -0,0210  2,2864  10,4896  232,0000
54,808  0,6720  12,4027  10,5492  630,0000  -0,0210  2,3177  10,4598  231,0000
54,842  0,5880  12,4340  10,5194  627,0000  0,0000  2,3490  10,4598  229,0000
54,876  0,5460  12,4027  10,4896  625,0000  -0,0210  2,3177  10,4300  229,0000
54,91  0,6300  12,3401  10,4896  622,0000  -0,0210  2,2864  10,4300  228,0000
54,944  0,5670  12,3401  10,4598  619,0000  -0,0210  2,2864  10,4300  227,0000
54,978  0,5670  12,3401  10,4300  616,0000  0,0000  2,3490  10,3406  227,0000
55,012  0,5880  12,3088  10,4300  614,0000  0,0000  2,3490  10,3108  226,0000
55,046  0,6300  12,2774  10,3704  611,0000  -0,0210  2,3177  10,3108  225,0000
55,08  0,5670  12,2774  10,3704  609,0000  0,0000  2,3803  10,2810  224,0000
55,114  0,5460  12,2774  10,3108  607,0000  0,0000  2,3490  10,2810  224,0000
55,148  0,6720  12,2148  10,3108  606,0000  -0,1050  2,3803  10,2214  223,0000
55,182  0,6720  12,1835  10,3108  604,0000  -0,0210  2,3490  10,2214  222,0000
55,216  0,7980  12,1522  10,2810  603,0000  -0,0210  2,3490  10,1916  221,0000
55,25  0,6720  12,1522  10,2214  600,0000  0,0000  2,3803  10,1618  221,0000
55,284  0,6300  12,1835  10,2214  597,0000  0,0000  2,3490  10,1022  220,0000
55,318  0,6510  12,0895  10,1916  596,0000  -0,0630  2,3177  10,1022  219,0000
55,352  0,5880  12,0895  10,1618  593,0000  0,0000  2,3803  10,0724  219,0000
55,386  0,6720  12,0582  10,1618  591,0000  0,0000  2,3803  10,0724  218,0000
55,42  0,6930  12,0582  10,1022  588,0000  0,0000  2,3803  10,0426  217,0000
55,454  0,6720  12,0269  10,0724  586,0000  0,0000  2,4116  10,0426  216,0000
55,488  0,7350  12,0269  10,0128  583,0000  -0,0210  2,3490  10,0128  216,0000
55,522  0,5250  12,0269  10,0128  581,0000  -0,0630  2,3177  9,9532  214,0000
55,556  0,5880  11,9956  10,0128  579,0000  0,0000  2,3803  9,9532  214,0000
55,59  0,6300  11,9956  9,9830  578,0000  -0,0210  2,3490  9,9234  213,0000
55,624  0,7770  11,9329  9,9532  575,0000  0,0210  2,3803  9,9532  212,0000
55,658  0,6090  11,9329  9,9532  573,0000  0,0000  2,4116  9,8936  211,0000
55,692  0,5460  11,9329  9,9234  571,0000  -0,0420  2,3490  9,8340  212,0000
55,726  0,5460  11,9016  9,8638  568,0000  -0,0630  2,3490  9,8340  211,0000
55,76  0,6720  11,8703  9,8340  566,0000  -0,0420  2,3490  9,8042  210,0000
55,794  0,7350  11,8703  9,8340  564,0000  0,0000  2,3803  9,8042  209,0000
55,828  0,7350  11,8390  9,8042  562,0000  0,0000  2,4116  9,7744  208,0000
55,862  0,7350  11,8390  9,7744  560,0000  -0,0210  2,3490  9,7446  209,0000
55,896  0,7560  11,8076  9,7744  558,0000  -0,0210  2,3490  9,7446  207,0000
55,93  0,5670  11,8076  9,7446  556,0000  0,0000  2,3803  9,6850  207,0000
55,964  0,7980  11,7763  9,7148  554,0000  -0,0210  2,3803  9,6850  206,0000
55,998  0,6300  11,7763  9,6850  552,0000  0,0000  2,3803  9,6254  206,0000
56,032  0,7140  11,7450  9,6552  550,0000  0,0000  2,3803  9,6254  205,0000
56,066  0,5460  11,7450  9,6552  548,0000  -0,0210  2,3490  9,5956  204,0000
56,1  0,6300  11,7763  9,5956  546,0000  -0,0210  2,3490  9,5658  204,0000
56,134  0,7560  11,7137  9,5956  544,0000  -0,0210  2,3490  9,5658  204,0000
56,168  0,7350  11,6824  9,5360  542,0000  0,0420  2,4430  9,5062  204,0000
56,202  0,6930  11,6824  9,5360  539,0000  -0,0210  2,3490  9,4764  203,0000
56,236  0,6510  11,6824  9,5360  537,0000  -0,0210  2,3490  9,4466  202,0000
56,27  0,5670  11,6510  9,5062  537,0000  0,0000  2,4116  9,4466  203,0000
56,304  0,6510  11,6510  9,4764  536,0000  0,0000  2,4116  9,4168  201,0000
56,338  0,6510  11,6197  9,4764  533,0000  -0,0420  2,3803  9,3870  201,0000
56,372  0,6090  11,6510  9,4168  531,0000  -0,0420  2,3490  9,3870  201,0000
56,406  0,5460  11,6197  9,3870  528,0000  0,0000  2,4116  9,3572  200,0000
56,44  0,7350  11,5571  9,3870  526,0000  0,0210  2,4430  9,3274  199,0000
56,474  0,7560  11,5571  9,3572  525,0000  0,0210  2,4430  9,2976  198,0000
56,508  0,6930  11,5258  9,2976  523,0000  0,0000  2,4116  9,2976  198,0000
56,542  0,6300  11,5258  9,2976  521,0000  0,0000  2,4116  9,2678  198,0000
56,576  0,7560  11,5258  9,2678  519,0000  -0,0210  2,3803  9,2380  197,0000
56,61  0,6300  11,5258  9,2678  517,0000  0,0000  2,4430  9,1784  196,0000
56,644  0,5460  11,5258  9,2380  515,0000  0,0000  2,4743  9,2082  195,0000
56,678  0,6510  11,4944  9,2082  513,0000  0,0210  2,4430  9,1486  195,0000
56,712  0,6510  11,4631  9,1784  510,0000  0,0000  2,4430  9,1486  195,0000
56,746  0,5670  11,4631  9,1784  508,0000  -0,0210  2,4116  9,1188  194,0000
56,78  0,5670  11,4318  9,1486  507,0000  0,0000  2,4430  9,0890  194,0000
56,814  0,5670  11,4318  9,0890  504,0000  0,0210  2,4430  9,0592  192,0000
56,848  0,6300  11,4005  9,0890  504,0000  0,0210  2,4743  9,0294  193,0000
56,882  0,5880  11,4318  9,0592  501,0000  0,0000  2,4743  9,0294  192,0000
56,916  0,6300  11,4005  9,0294  501,0000  0,0000  2,4430  8,9996  192,0000
56,95  0,5250  11,3692  8,9996  498,0000  0,0210  2,4430  8,9698  190,0000
56,984  0,5460  11,3692  8,9996  497,0000  0,0000  2,4743  8,9400  190,0000
57,018  0,5670  11,3378  8,9698  495,0000  0,0000  2,4743  8,9400  189,0000
57,052  0,5670  11,4005  8,9400  493,0000  -0,0210  2,3803  8,8804  189,0000
57,086  0,6300  11,3378  8,9102  492,0000  0,0000  2,5056  8,8506  189,0000
57,12  0,5460  11,3065  8,9102  489,0000  0,0210  2,4743  8,8804  188,0000
57,154  0,6720  11,2752  8,8804  487,0000  0,0000  2,4743  8,8208  186,0000
57,188  0,6720  11,2752  8,8506  485,0000  0,0420  2,4743  8,8208  187,0000
57,222  0,6510  11,2439  8,8208  484,0000  0,0210  2,4743  8,7910  187,0000
57,256  0,5670  11,2439  8,8208  482,0000  0,0000  2,4743  8,7612  186,0000
57,29  0,5460  11,2439  8,7910  481,0000  0,0000  2,4743  8,7314  186,0000
57,324  0,4830  11,2126  8,7612  478,0000  0,0210  2,4743  8,7016  185,0000
57,358  0,5460  11,2126  8,7314  477,0000  0,0000  2,4743  8,6718  185,0000
57,392  0,5880  11,2126  8,7016  476,0000  0,0210  2,5056  8,6420  184,0000
57,426  0,6720  11,1499  8,6718  474,0000  0,0000  2,5056  8,6420  183,0000
57,46  0,7140  11,1499  8,6718  473,0000  0,0000  2,5056  8,6122  183,0000
57,494  0,8610  11,1186  8,6420  472,0000  0,0000  2,5056  8,5824  183,0000
57,528  0,7770  11,1186  8,6122  471,0000  0,0210  2,5056  8,5526  181,0000
57,562  0,7560  11,0873  8,5824  470,0000  0,0210  2,5056  8,5228  181,0000
57,596  0,7560  11,0873  8,5526  466,0000  0,0000  2,4743  8,4930  181,0000
57,63  0,7350  11,0560  8,5228  465,0000  0,0210  2,4743  8,4930  181,0000
57,664  0,6720  11,0560  8,5228  462,0000  0,0000  2,5056  8,4334  179,0000
57,698  0,6090  11,0246  8,5228  462,0000  0,0210  2,5056  8,4632  179,0000
57,732  0,6720  11,0246  8,4930  460,0000  0,0210  2,5056  8,4334  180,0000
57,766  0,6090  11,0560  8,4334  458,0000  0,0210  2,5056  8,4036  179,0000
57,8  0,6930  10,9620  8,4334  457,0000  0,0210  2,5056  8,3738  178,0000
57,834  0,7140  10,9620  8,4334  455,0000  0,0210  2,5056  8,3440  178,0000
57,868  0,7140  10,9620  8,4036  453,0000  0,0000  2,5369  8,3440  178,0000
57,902  0,6930  10,8994  8,3738  452,0000  0,0210  2,5056  8,2844  177,0000
57,936  0,6720  10,9307  8,3440  450,0000  0,0000  2,5056  8,2844  177,0000
57,97  0,6720  10,8994  8,3142  449,0000  0,0210  2,5056  8,2546  177,0000
58,004  0,7770  10,8680  8,3142  448,0000  0,0210  2,5056  8,2546  177,0000
58,038  0,6930  10,8680  8,2844  446,0000  0,0000  2,5369  8,1950  176,0000
58,072  0,6720  10,8680  8,2546  446,0000  0,0000  2,5369  8,1652  176,0000
58,106  0,7980  10,8367  8,2248  444,0000  0,0210  2,5369  8,1652  176,0000
58,14  0,6930  10,8054  8,2248  442,0000  0,0210  2,5056  8,1354  175,0000
58,174  0,6300  10,8054  8,1950  441,0000  0,0000  2,5056  8,0758  175,0000
58,208  0,7770  10,7741  8,1652  440,0000  -0,0210  2,4743  8,0758  175,0000
58,242  0,8190  10,7428  8,1354  438,0000  0,0000  2,5369  8,0758  175,0000
58,276  0,6090  10,7741  8,1056  435,0000  0,0210  2,5369  8,0460  175,0000
58,31  0,5880  10,7428  8,0758  434,0000  0,0000  2,5369  8,0162  175,0000
58,344  0,6720  10,7114  8,0758  432,0000  0,0000  2,5369  7,9864  174,0000
58,378  0,6300  10,7114  8,0460  431,0000  0,0420  2,5682  7,9566  173,0000
58,412  0,5250  10,7114  8,0162  429,0000  0,0420  2,5369  7,9566  174,0000
58,446  0,5460  10,6801  7,9864  427,0000  0,0210  2,5369  7,9268  173,0000
58,48  0,5880  10,6488  7,9566  426,0000  -0,0210  2,4743  7,8970  173,0000
58,514  0,6930  10,6488  7,9268  423,0000  0,0420  2,5369  7,8672  173,0000
58,548  0,6300  10,6488  7,9268  422,0000  0,0420  2,5682  7,8374  172,0000
58,582  0,6510  10,6175  7,9268  420,0000  -0,0210  2,5056  7,8076  173,0000
58,616  0,5040  10,6175  7,8970  420,0000  0,0000  2,5369  7,8076  172,0000
58,65  0,7980  10,5862  7,8672  417,0000  0,0420  2,5369  7,7480  172,0000
58,684  0,7140  10,5548  7,8374  417,0000  -0,0210  2,4743  7,7182  172,0000
58,718  0,6510  10,5548  7,8076  415,0000  -0,0420  2,5056  7,7182  172,0000
58,752  0,6300  10,5548  7,7778  414,0000  0,0210  2,5369  7,6884  171,0000
58,786  0,6510  10,5235  7,7480  412,0000  0,0630  2,5682  7,6586  171,0000
58,82  0,6930  10,4922  7,7480  411,0000  0,0420  2,5682  7,6288  171,0000
58,854  0,6720  10,4922  7,6884  410,0000  -0,0210  2,5056  7,6288  171,0000
58,888  0,7770  10,4609  7,6884  408,0000  0,0000  2,5682  7,6288  171,0000
58,922  0,6930  10,4296  7,6586  406,0000  0,0210  2,5996  7,5394  173,0000
58,956  0,6510  10,4609  7,6288  405,0000  0,0420  2,5682  7,5394  172,0000
58,99  0,7350  10,4296  7,6288  403,0000  0,0210  2,5682  7,5394  172,0000
59,024  0,7980  10,3982  7,5692  404,0000  0,0420  2,5682  7,5096  170,0000
59,058  0,7770  10,3669  7,5394  402,0000  0,0210  2,5682  7,4798  172,0000
59,092  0,5670  10,3669  7,5394  401,0000  0,0210  2,5682  7,4500  172,0000
59,126  0,6930  10,3356  7,5096  400,0000  0,0000  2,5682  7,4202  171,0000
59,16  0,6720  10,3356  7,4798  397,0000  0,0000  2,5996  7,3904  171,0000
59,194  0,5880  10,3356  7,4500  396,0000  0,0000  2,5996  7,4202  171,0000
59,228  0,6300  10,3043  7,4500  394,0000  0,0210  2,5682  7,3606  170,0000
59,262  0,7140  10,2730  7,4202  391,0000  0,0420  2,5682  7,3308  170,0000
59,296  0,8400  10,2416  7,3904  390,0000  0,0000  2,5996  7,3010  170,0000
59,33  0,6510  10,2730  7,3606  389,0000  0,0000  2,5996  7,3010  170,0000
59,364  0,6090  10,2416  7,3308  387,0000  0,0210  2,5996  7,2414  171,0000
59,398  0,6300  10,2416  7,3308  386,0000  0,0210  2,6309  7,2116  169,0000
59,432  0,5460  10,2416  7,3010  384,0000  0,0420  2,6309  7,1818  169,0000
59,466  0,6300  10,1790  7,2414  383,0000  0,0420  2,5996  7,2116  169,0000
59,5  0,7770  10,1790  7,2414  381,0000  0,0420  2,6309  7,1520  168,0000
59,534  1,0500  10,1477  7,2116  379,0000  -0,0420  2,5369  7,1520  168,0000
59,568  0,8190  10,1164  7,1818  378,0000  0,0000  2,6309  7,0924  168,0000
59,602  0,7140  10,1164  7,1818  376,0000  0,0210  2,5996  7,0924  168,0000
59,636  0,5670  10,1164  7,1520  374,0000  0,0420  2,6309  7,0626  168,0000
59,67  0,6720  10,0224  7,0924  372,0000  0,0420  2,5996  7,0626  167,0000
59,704  0,7140  10,0537  7,1222  370,0000  0,0210  2,5996  7,0030  166,0000
59,738  0,7770  10,0224  7,0328  368,0000  0,0210  2,6309  6,9434  167,0000
59,772  0,8820  10,0224  7,0030  367,0000  0,0000  2,5996  7,0030  166,0000
59,806  0,8400  9,9911  7,0030  365,0000  0,0000  2,5996  6,9434  165,0000
59,84  0,6300  9,9911  6,9732  362,0000  0,0210  2,6309  6,9136  165,0000
59,874  0,5250  9,9911  6,9732  360,0000  0,0210  2,5996  6,8838  165,0000
59,908  0,5460  9,9911  6,9136  358,0000  0,0000  2,6309  6,8838  164,0000
59,942  0,7140  9,8971  6,8838  357,0000  0,0000  2,6309  6,8540  164,0000
